Year,Month,Date,Tsunami,Latitude,Longitude,Focal Depth (km),Magnitude,Deaths,Injuries,Country
1885,1.0,29.0,Yes,,,,,,,ALGERIA
1885,2.0,11.0,,20.8,-103.4,,,,,MEXICO
1885,2.0,22.0,,9.8,125.5,,,,,PHILIPPINES
1885,3.0,28.0,,37.0,22.0,,,,,GREECE
1885,4.0,30.0,Yes,-2.5,127.5,,7.3,,,INDONESIA
1885,5.0,1.0,,41.9,47.8,3.0,4.0,,,RUSSIA
1885,5.0,25.0,,2.5,-76.5,,,,,COLOMBIA
1885,5.0,30.0,,33.5,75.0,,,3000.0,,INDIA
1885,6.0,6.0,,34.0,76.0,,,,,INDIA
1885,7.0,14.0,,24.8,89.5,,6.9,75.0,,BANGLADESH
1885,7.0,23.0,,8.3,123.6,,,,,PHILIPPINES
1885,7.0,29.0,Yes,,99.5,,6.8,,,INDONESIA
1885,8.0,2.0,,42.7,74.1,15.0,6.9,54.0,,KYRGYZSTAN
1885,10.0,12.0,,12.3,-86.8,,,,,NICARAGUA
1885,11.0,12.0,Yes,-20.2,-70.1,,,,,CHILE
1885,12.0,3.0,,36.1,4.6,,5.9,33.0,,ALGERIA
1885,12.0,14.0,Yes,5.55,95.3,,,,,INDONESIA
1885,12.0,22.0,,25.0,104.0,,5.0,4.0,,CHINA
1886,1.0,31.0,Yes,5.6,95.3,,,,,INDONESIA
1886,8.0,27.0,Yes,37.1,21.5,,7.5,600.0,,GREECE
1886,9.0,1.0,Yes,32.9,-80.0,,7.3,60.0,,SOUTH CAROLINA
1886,9.0,29.0,,9.3,-70.4,,,,,VENEZUELA
1887,2.0,2.0,Yes,10.7,122.6,,,,,PHILIPPINES
1887,2.0,23.0,,43.9,8.1,,,800.0,,ITALY
1887,3.0,24.0,,13.7,123.3,,,,,PHILIPPINES
1887,5.0,3.0,Yes,31.0,-109.0,80.0,8.0,44.0,,MEXICO
1887,5.0,19.0,Yes,5.4,96.0,,,,,INDONESIA
1887,5.0,29.0,,28.2,-100.2,,,,,MEXICO
1887,6.0,8.0,,43.1,76.8,20.0,7.3,,,KAZAKHSTAN
1887,8.0,29.0,,17.7,-100.0,,,,,MEXICO
1887,9.0,23.0,Yes,19.7,-74.4,,,,,HAITI
1887,10.0,3.0,Yes,38.3,22.8,,,,,GREECE
1887,11.0,9.0,,44.2,12.0,,,,,ITALY
1887,11.0,29.0,,35.58,0.33,,,20.0,,ALGERIA
1887,12.0,3.0,,39.6,16.3,,,,,ITALY
1887,12.0,16.0,,23.7,102.5,,6.8,2000.0,3000.0,CHINA
1888,1.0,10.0,,10.3,-61.1,,7.5,1.0,,TRINIDAD; GRENADA
1888,3.0,11.0,,36.5,102.2,,5.0,,,CHINA
1888,3.0,21.0,Yes,5.8,95.0,,,,,INDONESIA
1888,6.0,5.0,Yes,-34.5,-57.9,,,,,URUGUAY
1888,6.0,13.0,Yes,38.5,119.0,,7.5,,,CHINA
1888,8.0,31.0,,-34.5,172.7,,7.3,,,NEW ZEALAND
1888,9.0,9.0,,38.2,22.1,,,,,GREECE
1888,9.0,22.0,,41.3,43.3,,6.1,,,TURKEY
1888,11.0,2.0,,37.1,104.2,,,,,CHINA
1888,11.0,17.0,,9.2,-69.8,,,,,VENEZUELA
1888,12.0,30.0,,9.95,-84.1,,,,,COSTA RICA
1888,,,,33.3,49.3,,,,,IRAN
1889,5.0,25.0,Yes,13.5,121.0,,6.8,,,PHILIPPINES
1889,7.0,11.0,,43.2,78.7,,8.3,,,KAZAKHSTAN
1889,7.0,28.0,,32.8,130.7,,6.3,20.0,74.0,JAPAN
1889,8.0,17.0,,17.7,-100.0,,,,,MEXICO
1889,8.0,25.0,,38.3,22.0,,,,,GREECE
1889,9.0,6.0,Yes,1.0,126.25,70.0,8.0,,,INDONESIA
1889,10.0,1.0,,18.8,-99.0,,,,,MEXICO
1889,10.0,25.0,,39.2,26.0,,6.9,25.0,,GREECE
1889,11.0,23.0,Yes,-7.0,113.5,,6.0,,,INDONESIA
1889,,,,6.8,-6.7,,4.7,,,COTE D'IVOIRE
1890,2.0,7.0,,11.2,124.4,,,,,PHILIPPINES
1890,7.0,11.0,Yes,36.6,54.6,10.0,7.2,171.0,,IRAN
1890,11.0,23.0,,-4.5,129.9,,,,,INDONESIA
1890,12.0,12.0,,-6.76,111.04,,,,,INDONESIA
1890,,,,36.9,112.9,,5.5,,,CHINA
1891,1.0,15.0,Yes,36.5,1.8,,,36.0,,ALGERIA
1891,4.0,3.0,,38.3,43.2,,,,,TURKEY
1891,4.0,17.0,,37.1,111.9,,5.8,31.0,,CHINA
1891,5.0,19.0,Yes,5.4,96.0,,,,,INDONESIA
1891,6.0,22.0,Yes,-37.4,174.4,,6.2,,,NEW ZEALAND
1891,7.0,30.0,Yes,25.5,-103.5,,,,,N. MEXICO
1891,10.0,5.0,Yes,-9.0,124.0,80.0,7.0,,,TIMOR SEA
1891,10.0,27.0,,35.5,137.0,,8.4,7273.0,,JAPAN
1891,11.0,29.0,Yes,48.0,-123.5,,,,,WASHINGTON
1892,2.0,24.0,,31.5,-116.5,,,,,MEXICO
1892,3.0,8.0,,21.0,122.0,,,,,PHILIPPINES
1892,3.0,16.0,,17.3,120.6,,,2.0,,PHILIPPINES
1892,3.0,27.0,Yes,-18.5,-70.35,,,,,CHILE
1892,4.0,19.0,,38.5,-122.5,,,,,CALIFORNIA
1892,4.0,21.0,,38.5,-121.9,,6.2,,,CALIFORNIA
1892,5.0,16.0,Yes,14.0,143.3,,7.5,,,GUAM
1892,5.0,17.0,Yes,2.5,99.5,,,,,INDONESIA
1892,8.0,,Yes,-15.25,166.83,,,,,VANUATU ISLANDS
1892,11.0,18.0,Yes,-3.0,127.75,70.0,7.0,,,INDONESIA
1892,12.0,9.0,Yes,37.0,136.8,,,,,JAPAN
1892,12.0,20.0,,30.5,66.2,,,,,PAKISTAN
1893,1.0,31.0,,37.7,20.9,,6.4,,,GREECE
1893,2.0,9.0,Yes,40.5,25.5,,6.5,,,GREECE
1893,2.0,19.0,Yes,17.97,-76.8,,,,,JAMAICA
1893,3.0,31.0,,38.3,38.3,,6.7,400.0,,TURKEY
1893,4.0,8.0,,44.2,21.2,,,3.0,,BALKANS
1893,4.0,17.0,Yes,37.7,20.9,,6.4,,,GREECE
1893,6.0,1.0,,36.6,101.8,,5.5,,,CHINA
1893,6.0,4.0,Yes,43.3,147.5,,,,,RUSSIA
1893,6.0,13.0,Yes,42.5,145.5,,,,,"NEMURO, JAPAN"
1893,6.0,14.0,Yes,40.2,19.7,,7.5,,,ALBANIA
1893,6.0,21.0,Yes,6.9,125.8,,,,,PHILIPPINES
1893,7.0,31.0,Yes,-17.75,168.3,,6.0,,,VANUATU ISLANDS
1893,8.0,10.0,,41.75,16.0,,,,,ITALY
1893,8.0,29.0,,30.5,101.5,,6.8,288.0,133.0,CHINA
1893,11.0,17.0,,37.2,58.4,,6.6,18000.0,,IRAN
1893,12.0,17.0,,41.7,82.8,,6.8,90.0,32.0,CHINA
1893,12.0,25.0,,41.2,80.3,,6.5,,,CHINA
1894,1.0,12.0,,37.1,58.3,,,,,IRAN
1894,2.0,9.0,,6.0,126.0,,,,,PHILIPPINES
1894,2.0,26.0,,29.4,52.3,,,,,IRAN
1894,3.0,22.0,Yes,42.5,146.0,40.0,7.9,1.0,6.0,JAPAN
1894,4.0,20.0,,38.6,23.2,,6.7,255.0,,GREECE
1894,4.0,27.0,Yes,38.7,23.1,,6.9,,,GREECE
1894,4.0,29.0,,8.5,-71.7,20.0,8.2,400.0,,VENEZUELA
1894,6.0,20.0,,35.7,139.9,,7.5,24.0,157.0,JAPAN
1894,6.0,28.0,,8.2,126.1,,,,,PHILIPPINES
1894,7.0,10.0,Yes,40.6,28.7,,,,,TURKEY
1894,7.0,26.0,,37.75,21.75,,6.3,,,GREECE
1894,10.0,22.0,Yes,38.9,139.8,,7.0,726.0,,JAPAN
1894,10.0,27.0,,-32.0,-68.5,,7.5,,,ARGENTINA
1894,11.0,4.0,,9.4,-70.1,,,,,VENEZUELA
1894,11.0,16.0,Yes,38.3,15.9,,,101.0,,ITALY
1895,1.0,17.0,,37.1,58.4,,6.8,1000.0,,IRAN
1895,3.0,6.0,Yes,-8.4,150.1,,7.3,,,W. SOLOMON SEA
1895,4.0,14.0,,46.1,14.5,16.0,6.1,7.0,,BALKANS NW
1895,5.0,13.0,,13.4,121.7,,,,,PHILIPPINES
1895,5.0,13.0,,40.1,19.4,,,,,ALBANIA
1895,5.0,14.0,,39.5,20.5,,7.5,,,GREECE
1895,5.0,15.0,,40.0,20.1,,6.4,,,ALBANIA
1895,5.0,18.0,,43.9,11.1,,,,,ITALY
1895,5.0,25.0,Yes,33.0,130.0,,,,,"W. KYUSHU ISLAND, JAPAN"
1895,5.0,31.0,Yes,-18.0,-71.0,,,,,CHILE
1895,6.0,16.0,,39.5,20.5,,,,,GREECE-ALBANIA
1895,7.0,8.0,Yes,39.5,53.7,60.0,8.2,,,TURKMENISTAN
1895,8.0,6.0,,41.2,19.3,,,,,ALBANIA
1895,8.0,18.0,Yes,-38.8,176.0,12.0,6.0,,,NEW ZEALAND
1895,8.0,30.0,,23.5,116.5,,6.0,,14.0,CHINA
1895,9.0,1.0,Yes,40.667,-74.883,,4.3,,,NEW JERSEY
1895,10.0,31.0,Yes,37.0,-89.4,,,,,MISSOURI
1895,11.0,1.0,Yes,41.7,12.2,,,,,ITALY
1895,12.0,25.0,,35.7,51.4,,,,,IRAN
1895,,,,16.8,96.2,,,,,MYANMAR (BURMA)
1896,1.0,2.0,,37.8,48.3,,,300.0,,IRAN
1896,1.0,5.0,,38.5,45.0,,,800.0,,IRAN
1896,1.0,9.0,Yes,36.5,141.0,,,,,"KASHIMA, JAPAN"
1896,2.0,14.0,,29.2,104.9,,5.8,26.0,12.0,CHINA
1896,2.0,16.0,Yes,17.6,-76.7,,,,,JAMAICA
1896,3.0,2.0,,19.2,-104.0,,,,,MEXICO
1896,3.0,5.0,,38.0,76.0,,6.5,7.0,4.0,CHINA
1896,3.0,13.0,,-33.0,-71.0,,,,,CHILE
1896,4.0,18.0,,-8.25,124.75,,,250.0,,INDONESIA
1896,6.0,15.0,Yes,39.5,144.0,,8.3,27122.0,9247.0,JAPAN
1896,8.0,26.0,,64.0,-21.0,,,,,ICELAND
1896,8.0,31.0,,40.0,141.0,,,206.0,,JAPAN
1896,9.0,23.0,,37.0,71.0,160.0,7.5,,,AFGHANISTAN
1896,10.0,10.0,Yes,-3.5,102.5,130.0,6.8,,,INDONESIA
1896,10.0,16.0,Yes,43.7,8.1,,,,,ITALY
1896,11.0,1.0,,39.7,75.9,25.0,6.6,7.0,5.0,CHINA
1896,11.0,18.0,,43.5,146.0,40.0,7.6,,,RUSSIA
1896,,,,30.3,57.1,,,,,IRAN
1897,1.0,11.0,,26.95,56.26,33.0,6.1,1600.0,,IRAN
1897,1.0,17.0,,40.0,20.1,,,,,ALBANIA
1897,2.0,7.0,,40.0,140.0,60.0,8.3,,,JAPAN
1897,2.0,19.0,Yes,38.1,141.9,33.0,7.4,,,JAPAN
1897,3.0,15.0,Yes,-6.8,120.8,15.0,5.5,,,INDONESIA
1897,3.0,19.0,,24.7,121.8,,6.0,56.0,100.0,TAIWAN
1897,4.0,25.0,,16.72,-62.18,,,,,MONTSERRAT
1897,4.0,29.0,,16.5,-61.8,,,6.0,40.0,GUADELOUPE; ANTIGUA; ST KITTS
1897,5.0,10.0,,-37.3,139.7,14.0,6.5,,,AUSTRALIA
1897,5.0,13.0,,12.0,124.0,33.0,7.9,,,PHILIPPINES
1897,5.0,15.0,,39.0,12.5,,,,,ITALY
1897,6.0,5.0,,17.0,-96.3,,7.0,,,MEXICO
1897,6.0,12.0,Yes,26.0,91.0,33.0,8.0,1542.0,,INDIA
1897,6.0,20.0,Yes,16.0,-95.0,,7.0,,,MEXICO
1897,8.0,5.0,Yes,38.0,143.7,,7.7,,,JAPAN
1897,8.0,15.0,,18.0,120.0,33.0,7.9,,,PHILIPPINES
1897,8.0,16.0,,39.0,143.0,60.0,7.9,,,JAPAN
1897,9.0,20.0,,-11.9,-76.8,70.0,7.7,,,PERU
1897,9.0,20.0,Yes,6.0,122.0,33.0,8.6,,,PHILIPPINES
1897,9.0,21.0,Yes,6.0,122.0,33.0,8.7,,,PHILIPPINES
1897,9.0,21.0,Yes,,,,,,,NEW ZEALAND
1897,10.0,18.0,Yes,12.0,126.0,33.0,8.1,,,PHILIPPINES
1897,10.0,19.0,,12.0,126.0,,,,,PHILIPPINES
1897,10.0,20.0,,12.0,126.0,33.0,7.9,,,PHILIPPINES
1897,12.0,29.0,Yes,18.5,-69.95,,,,,DOMINICAN REPUBLIC
1898,1.0,15.0,,36.5,54.9,5.0,4.3,,,IRAN
1898,3.0,31.0,Yes,38.2,-122.4,,6.5,,,CALIFORNIA
1898,4.0,14.0,,39.0,-124.0,,,,,CALIFORNIA
1898,4.0,22.0,Yes,38.6,142.0,,7.2,,2.0,JAPAN
1898,4.0,29.0,,12.0,-86.0,33.0,7.9,,,NICARAGUA
1898,6.0,21.0,,39.8,76.6,,6.0,47.0,85.0,CHINA
1898,6.0,27.0,,42.4,13.0,,,,,ITALY
1898,6.0,29.0,,52.0,172.0,,7.6,,,ALASKA
1898,7.0,2.0,,43.6,16.7,,,,,BALKANS NW
1898,7.0,23.0,Yes,-36.83,-73.03,,6.5,6.0,,CHILE
1898,7.0,31.0,,39.75,20.75,,6.2,,,GREECE
1898,9.0,22.0,,39.1,113.0,,5.5,12.0,,CHINA
1898,12.0,3.0,Yes,37.75,21.0,,,,,GREECE
1899,1.0,15.0,Yes,-3.0,152.0,,,,,PAPUA NEW GUINEA
1899,1.0,22.0,Yes,37.25,21.75,,6.6,,,GREECE
1899,1.0,24.0,,17.0,-98.0,60.0,8.4,,,MEXICO
1899,1.0,29.0,Yes,-12.4,130.7,,,,,AUSTRALIA
1899,3.0,23.0,,-21.97,-63.67,10.0,6.9,,,BOLIVIA
1899,6.0,14.0,,18.0,-77.0,60.0,7.8,,,JAMAICA
1899,7.0,14.0,,10.4,-69.2,,,,,VENEZUELA
1899,9.0,4.0,Yes,60.0,-142.0,25.0,8.2,,,ALASKA
1899,9.0,10.0,,60.0,-140.0,25.0,7.8,,,ALASKA
1899,9.0,10.0,Yes,60.0,-140.0,60.0,8.2,,,ALASKA
1899,9.0,20.0,,37.93,28.84,,6.7,1117.0,,TURKEY
1899,9.0,29.0,Yes,-3.0,128.5,,7.8,2460.0,300.0,INDONESIA
1899,10.0,19.0,Yes,-5.0,148.0,,,,,PAPUA NEW GUINEA
1899,11.0,23.0,,53.0,159.0,20.0,7.9,,,RUSSIA
1899,11.0,24.0,Yes,31.9,132.0,60.0,7.1,,,JAPAN
1899,11.0,25.0,Yes,31.9,132.0,,,,,"SEIKAIDO, JAPAN"
1899,12.0,25.0,Yes,33.5,-117.0,,6.4,6.0,8.0,CALIFORNIA
1899,12.0,31.0,,41.6,43.5,,5.6,247.0,,TURKEY
1900,1.0,10.0,Yes,-0.03,127.25,,,,,INDONESIA
1900,1.0,11.0,,36.5,133.5,,7.8,,,JAPAN
1900,1.0,14.0,,-6.84,106.96,,,,,INDONESIA
1900,1.0,20.0,,20.0,-105.0,10.0,7.4,,,MEXICO
1900,5.0,16.0,,20.0,-105.0,60.0,7.8,,,MEXICO
1900,6.0,7.0,,10.3,-63.3,,,,,VENEZUELA
1900,6.0,21.0,,10.0,-85.5,60.0,7.5,,,COSTA RICA
1900,7.0,12.0,,40.3,43.1,,5.9,140.0,,TURKEY
1900,7.0,29.0,,-10.0,165.0,33.0,7.6,,,SOLOMON ISLANDS
1900,8.0,11.0,Yes,58.6,-137.5,,,,,ALASKA
1900,9.0,10.0,Yes,-4.0,152.0,,6.8,,,PAPUA NEW GUINEA
1900,9.0,17.0,Yes,-5.0,148.0,,7.1,,,PAPUA NEW GUINEA
1900,9.0,18.0,,4.6,-74.0,,7.9,,,COLOMBIA
1900,10.0,7.0,Yes,-4.0,140.0,33.0,6.9,,,INDONESIA
1900,10.0,9.0,,57.09,-153.48,,8.3,,,ALASKA
1900,10.0,29.0,Yes,11.0,-66.0,25.0,8.4,25.0,,VENEZUELA
1900,12.0,25.0,,43.0,146.0,40.0,7.9,,,RUSSIA
1900,,,Yes,10.6,-66.95,,,,,VENEZUELA
1901,1.0,7.0,,-2.0,-82.0,25.0,7.8,,,ECUADOR
1901,2.0,15.0,,26.0,100.1,,6.0,,,CHINA
1901,3.0,3.0,Yes,36.0,-120.5,,6.4,,,CALIFORNIA
1901,3.0,31.0,,43.4,28.7,,6.4,4.0,50.0,BULGARIA
1901,3.0,31.0,Yes,43.4,28.5,,7.2,4.0,50.0,BULGARIA
1901,4.0,5.0,,45.0,148.0,30.0,7.5,,,RUSSIA
1901,6.0,15.0,Yes,39.0,143.0,33.0,,,,"IWATE, JAPAN"
1901,6.0,24.0,Yes,27.0,130.0,60.0,7.9,,,JAPAN
1901,8.0,9.0,Yes,40.5,142.5,33.0,7.9,,,JAPAN
1901,8.0,9.0,Yes,-22.0,170.0,,7.9,,,NEW CALEDONIA
1901,8.0,9.0,Yes,40.6,142.3,33.0,8.2,18.0,,JAPAN
1901,8.0,9.0,Yes,40.5,142.5,33.0,6.3,,,JAPAN
1901,9.0,10.0,Yes,14.0,121.6,,,,,PHILIPPINES
1901,10.0,8.0,Yes,11.0,-86.5,,7.0,,,NICARAGUA
1901,11.0,8.0,,40.0,41.5,,6.1,,,TURKEY
1901,12.0,14.0,,14.0,122.0,33.0,7.8,,,PHILIPPINES
1901,12.0,18.0,,39.4,26.7,,5.9,,,TURKEY
1901,12.0,31.0,Yes,51.45,-171.02,,7.8,,,ALASKA
1902,1.0,1.0,,52.4,-167.5,,7.8,,,ALASKA
1902,1.0,16.0,,17.6,-99.7,,7.0,2.0,,MEXICO
1902,1.0,18.0,Yes,14.71,-91.59,,6.3,,,GUATEMALA
1902,1.0,24.0,,-8.0,150.0,60.0,7.8,,,PAPUA NEW GUINEA
1902,2.0,9.0,,-20.0,-174.0,60.0,7.8,,,TONGA ISLANDS
1902,2.0,13.0,,40.7,48.6,15.0,6.9,86.0,60.0,AZERBAIJAN
1902,2.0,26.0,Yes,13.5,-89.5,,7.0,,,EL SALVADOR-GUATEMALA
1902,3.0,9.0,,40.7,33.6,,5.5,4.0,,TURKEY
1902,4.0,19.0,Yes,14.0,-91.0,33.0,7.5,2000.0,,GUATEMALA
1902,4.0,29.0,,34.5,-120.5,,,,,CALIFORNIA
1902,6.0,9.0,,26.6,56.2,,,10.0,,IRAN
1902,6.0,11.0,,50.0,148.0,600.0,8.0,,,RUSSIA
1902,7.0,5.0,Yes,40.75,23.25,,6.6,,,TURKEY
1902,7.0,9.0,,27.1,56.3,,,,,IRAN
1902,8.0,21.0,Yes,7.5,123.5,,7.3,,,PHILIPPINES
1902,8.0,22.0,,39.88,76.2,30.0,7.7,2500.0,,CHINA
1902,8.0,26.0,,10.8,122.6,,,,,PHILIPPINES
1902,8.0,,,26.3,99.9,,5.5,6.0,,CHINA
1902,9.0,22.0,,18.0,146.0,33.0,8.1,,,GUAM
1902,9.0,23.0,,16.6,-92.6,100.0,7.8,,,MEXICO
1902,11.0,17.0,,37.4,-113.5,,,,,UTAH
1902,12.0,12.0,,29.0,-114.0,60.0,7.8,,,MEXICO
1902,12.0,16.0,,40.8,72.3,9.0,6.4,4880.0,,UZBEKISTAN
1903,1.0,4.0,,-20.0,-175.0,400.0,8.0,,,TONGA ISLANDS
1903,1.0,14.0,,15.0,-98.0,33.0,7.7,,,MEXICO
1903,2.0,1.0,,48.0,98.0,60.0,7.8,,,MONGOLIA
1903,2.0,10.0,Yes,14.0,143.3,,,,,GUAM
1903,2.0,27.0,,-8.0,106.0,,8.1,,,INDONESIA
1903,3.0,29.0,,32.2,35.3,,5.7,20.0,,ISRAEL
1903,3.0,30.0,Yes,-3.0,127.5,33.0,6.5,,,INDONESIA
1903,4.0,19.0,,39.1,42.4,,,1700.0,,TURKEY
1903,4.0,28.0,,39.1,42.5,,6.3,3560.0,,TURKEY
1903,5.0,13.0,,-17.0,168.0,60.0,7.9,,,VANUATU ISLANDS
1903,5.0,13.0,Yes,38.1,13.4,,,,,ITALY
1903,5.0,28.0,,40.9,42.7,,5.8,1000.0,,TURKEY
1903,6.0,2.0,Yes,61.56,-158.54,,8.3,,,ALASKA
1903,7.0,16.0,Yes,16.7,-99.2,,,,,MEXICO
1903,7.0,28.0,,44.3,10.0,,,,,ITALY
1903,8.0,8.0,,4.6,-74.0,,7.7,,,COLOMBIA
1903,8.0,11.0,,36.0,23.0,100.0,7.8,2.0,,GREECE
1903,9.0,7.0,Yes,,,,,,,TAIWAN
1903,9.0,25.0,,35.2,58.2,,6.5,350.0,,IRAN
1903,9.0,26.0,Yes,-20.2,-70.15,,,,,CHILE
1903,12.0,7.0,Yes,-28.5,-71.0,,6.5,,,CHILE
1903,12.0,28.0,,7.0,126.0,60.0,7.8,,,PHILIPPINES
1904,1.0,20.0,Yes,7.0,-79.0,60.0,7.9,,,PANAMA-COLOMBIA
1904,3.0,18.0,,42.5,145.8,40.0,7.6,,,JAPAN
1904,4.0,4.0,,41.8,23.2,15.0,7.5,,,BULGARIA
1904,4.0,4.0,,41.8,23.2,15.0,7.8,,,BULGARIA
1904,4.0,24.0,,23.5,120.5,,6.0,3.0,10.0,TAIWAN
1904,6.0,7.0,,40.0,134.0,350.0,7.9,,,JAPAN
1904,6.0,25.0,Yes,52.0,159.0,30.0,8.3,,,RUSSIA
1904,6.0,25.0,Yes,52.0,159.0,30.0,8.1,,,RUSSIA
1904,6.0,27.0,,52.0,159.0,60.0,7.9,,,RUSSIA
1904,8.0,8.0,Yes,-40.5,177.0,33.0,7.5,,,NEW ZEALAND
1904,8.0,11.0,,37.75,27.0,10.0,6.2,4.0,,GREECE
1904,8.0,24.0,,30.0,130.0,25.0,7.9,,,JAPAN
1904,8.0,27.0,,64.66,-148.08,,8.3,,,ALASKA
1904,8.0,30.0,,31.2,100.9,,6.0,400.0,,CHINA
1904,9.0,7.0,Yes,-7.7,109.0,,,,,INDONESIA
1904,11.0,1.0,,-1.0,-80.5,,7.7,,,ECUADOR
1904,11.0,5.0,,23.5,120.3,,6.3,145.0,158.0,TAIWAN
1904,12.0,20.0,Yes,9.2,-82.8,60.0,7.2,,,PANAMA
1905,1.0,20.0,Yes,9.85,-84.68,,6.8,,,COSTA RICA
1905,1.0,22.0,,1.0,123.0,90.0,8.4,,,INDONESIA
1905,2.0,14.0,,50.73,-178.55,,7.9,,,ALASKA
1905,3.0,18.0,,-27.5,-173.0,60.0,7.5,,,KERMADEC ISLANDS
1905,3.0,19.0,Yes,-15.6,167.2,,,,,VANUATU
1905,4.0,4.0,Yes,33.0,76.0,25.0,7.8,19000.0,,INDIA
1905,4.0,15.0,,40.2,29.0,33.0,6.5,,,TURKEY
1905,4.0,25.0,,26.4,56.3,,,,,IRAN
1905,5.0,9.0,,20.3,-103.4,,,,,MEXICO
1905,5.0,18.0,,-4.0,149.0,60.0,7.5,,,PAPUA NEW GUINEA
1905,6.0,1.0,,42.1,19.6,20.0,6.6,120.0,,ALBANIA
1905,6.0,2.0,,34.0,132.0,100.0,7.8,11.0,,JAPAN
1905,6.0,30.0,,-1.0,-168.0,60.0,7.6,,,KIRIBATI
1905,7.0,6.0,Yes,37.4,142.6,33.0,7.0,,,JAPAN
1905,7.0,9.0,,49.0,99.0,33.0,8.4,,,MONGOLIA
1905,7.0,23.0,,49.0,98.0,33.0,8.4,,,MONGOLIA
1905,8.0,26.0,,42.1,13.9,,,,,ITALY
1905,9.0,1.0,,45.0,143.0,230.0,7.5,,,JAPAN
1905,9.0,8.0,Yes,38.67,16.07,15.0,7.1,557.0,2000.0,ITALY
1905,9.0,15.0,,53.0,164.0,60.0,7.8,,,RUSSIA
1905,10.0,4.0,Yes,44.5,37.5,,5.1,,,RUSSIA
1905,10.0,8.0,,42.0,23.0,33.0,6.4,,,BULGARIA
1905,10.0,21.0,Yes,42.0,42.0,60.0,7.5,,,GEORGIA
1905,11.0,8.0,,29.3,104.8,,5.0,13.0,,CHINA
1905,11.0,8.0,Yes,40.092,24.627,15.0,7.2,,,GREECE
1905,11.0,22.0,Yes,-17.7,168.3,,,,,VANUATU
1905,11.0,24.0,Yes,-17.7,168.3,,,,,VANUATU
1905,12.0,4.0,,38.1,38.6,,6.8,,,TURKEY
1905,12.0,8.0,Yes,11.0,123.5,,6.5,,,PHILIPPINES
1905,,,,36.1,37.1,,,,,SYRIA
1905,,,Yes,37.3,9.9,,,,,TUNISIA
1906,1.0,7.0,,26.6,104.1,,5.5,,,CHINA
1906,1.0,21.0,,34.0,138.0,340.0,8.4,,,JAPAN
1906,1.0,31.0,Yes,10.5,-66.917,,,,,VENEZUELA
1906,1.0,31.0,Yes,1.0,-81.5,25.0,8.6,1000.0,,ECUADOR
1906,2.0,3.0,,3.5,-76.2,,7.7,,,COLOMBIA
1906,2.0,7.0,Yes,1.0,-81.0,,,,,COLOMBIA-ECUADOR
1906,2.0,16.0,,14.0,-61.0,,,,,SAINT LUCIA
1906,2.0,21.0,Yes,3.9,-77.033,,,,,COLOMBIA
1906,3.0,1.0,,41.1,20.0,15.0,6.5,,,ALBANIA
1906,3.0,16.0,,23.6,120.5,,6.8,1258.0,145.0,TAIWAN
1906,3.0,28.0,,24.5,118.5,,6.5,,,CHINA
1906,4.0,10.0,,19.0,-113.8,60.0,7.5,,,MEXICO
1906,4.0,13.0,,23.4,120.4,,6.5,15.0,84.0,TAIWAN
1906,4.0,18.0,Yes,37.67,-122.48,20.0,7.9,700.0,,CALIFORNIA
1906,5.0,7.0,Yes,-18.5,-70.3,33.0,,,,CHILE
1906,5.0,,,24.6,98.6,,5.3,1.0,,CHINA
1906,7.0,11.0,,4.6,-74.0,,7.7,,,COLOMBIA
1906,7.0,14.0,,4.6,-74.0,,7.7,,,COLOMBIA
1906,8.0,17.0,,51.05,179.69,25.0,7.8,,,ALASKA
1906,8.0,17.0,Yes,-33.0,-72.0,25.0,8.2,4000.0,,CHILE
1906,8.0,25.0,,9.0,38.4,,6.8,,,ETHIOPIA
1906,9.0,14.0,Yes,-7.0,149.0,33.0,8.0,,,PAPUA NEW GUINEA
1906,9.0,17.0,,38.0,13.7,,,,,ITALY
1906,9.0,28.0,,-2.0,-79.0,150.0,7.9,,,ECUADOR
1906,10.0,2.0,Yes,-4.0,149.0,,7.2,,,PAPUA NEW GUINEA
1906,11.0,19.0,,-22.0,109.0,,7.8,,,AUSTRALIA
1906,11.0,20.0,Yes,6.5,0.3,,5.0,,,GHANA
1906,12.0,3.0,,15.0,-61.0,100.0,7.9,,,MARTINIQUE
1906,12.0,22.0,,43.5,85.0,33.0,8.3,280.0,,CHINA
1906,12.0,23.0,,56.85,-153.9,,7.6,,,ALASKA
1906,12.0,26.0,Yes,-18.0,-71.0,33.0,7.9,,,PERU
1907,1.0,4.0,Yes,2.0,94.5,50.0,7.8,,,INDONESIA
1907,1.0,14.0,Yes,18.2,-76.8,,6.5,1000.0,,JAMAICA
1907,2.0,21.0,,38.0,13.7,,,,,ITALY
1907,2.0,23.0,,-13.2,-75.4,90.0,7.6,,,PERU
1907,3.0,29.0,Yes,3.0,122.0,500.0,7.3,,,INDONESIA
1907,4.0,15.0,Yes,17.0,-100.0,60.0,8.3,8.0,,MEXICO
1907,4.0,18.0,,14.0,123.0,,7.6,2.0,,PHILIPPINES
1907,4.0,18.0,,13.5,123.0,,7.4,,,PHILIPPINES
1907,5.0,4.0,,-7.5,153.7,60.0,7.7,,,PAPUA NEW GUINEA
1907,5.0,25.0,,51.5,147.0,600.0,7.9,,,RUSSIA
