Year,Month,Date,Tsunami,Latitude,Longitude,Focal Depth (km),Magnitude,Deaths,Injuries,Country
2004,9.0,5.0,Yes,33.07,136.618,14.0,7.2,,4.0,JAPAN
2004,9.0,5.0,Yes,33.184,137.071,10.0,7.4,,40.0,JAPAN
2004,9.0,7.0,,-28.573,-65.84,22.0,6.1,1.0,,ARGENTINA
2004,9.0,7.0,,34.681999999999995,103.781,10.0,5.2,,19.0,CHINA
2004,9.0,21.0,,54.841,19.912,10.0,4.8,,3.0,POLAND
2004,9.0,28.0,,35.819,-120.36399999999999,9.0,6.0,,,CALIFORNIA
2004,10.0,1.0,,11.989,-86.52,87.0,5.6,,,NICARAGUA
2004,10.0,7.0,,37.125,54.477,35.0,5.6,,60.0,IRAN
2004,10.0,15.0,,24.53,122.694,94.0,6.6,,,TAIWAN
2004,10.0,18.0,,25.073,99.169,30.0,4.4,,12.0,CHINA
2004,10.0,23.0,,37.226,138.779,16.0,6.6,40.0,3183.0,JAPAN
2004,10.0,27.0,,37.284,138.885,14.0,5.9,,5.0,JAPAN
2004,10.0,27.0,,45.787,26.622,96.0,5.8,,,ROMANIA
2004,11.0,2.0,Yes,49.277,-128.77200000000002,10.0,6.6,,,CANADA
2004,11.0,4.0,,35.945,23.115,74.0,5.2,,,GREECE
2004,11.0,8.0,,37.396,138.862,10.0,5.5,,8.0,JAPAN
2004,11.0,11.0,Yes,-8.152000000000001,124.868,10.0,7.5,34.0,400.0,INDONESIA
2004,11.0,15.0,,4.695,-77.508,15.0,7.2,,10.0,COLOMBIA
2004,11.0,19.0,,32.023,48.836000000000006,37.0,4.8,,,IRAN
2004,11.0,20.0,,9.602,-84.17200000000001,16.0,6.4,8.0,,COSTA RICA
2004,11.0,21.0,Yes,15.679,-61.706,14.0,6.3,1.0,12.0,GUADELOUPE
2004,11.0,22.0,,33.297,47.977,36.0,5.0,,,IRAN
2004,11.0,22.0,Yes,-46.676,164.72099999999998,10.0,7.1,,,NEW ZEALAND
2004,11.0,24.0,,45.626000000000005,10.559000000000001,17.0,5.1,,9.0,ITALY
2004,11.0,26.0,,-3.609,135.404,10.0,7.1,32.0,130.0,INDONESIA
2004,11.0,28.0,Yes,43.006,145.119,39.0,7.0,,24.0,JAPAN
2004,12.0,1.0,,36.848,3.448,10.0,4.5,,15.0,ALGERIA
2004,12.0,2.0,,10.49,-61.48,49.0,5.8,,,TRINIDAD
2004,12.0,5.0,,48.115,8.077,10.0,4.8,,,GERMANY
2004,12.0,5.0,,36.865,3.4210000000000003,10.0,4.5,,46.0,ALGERIA
2004,12.0,6.0,,42.9,145.22799999999998,35.0,6.8,,4.0,JAPAN
2004,12.0,9.0,,24.756999999999998,92.539,35.0,5.4,,,INDIA
2004,12.0,14.0,,44.119,141.793,10.0,5.8,,3.0,JAPAN
2004,12.0,20.0,,37.042,28.206,5.0,5.4,,3.0,TURKEY
2004,12.0,23.0,Yes,-49.312,161.345,10.0,8.1,,,AUSTRALIA
2004,12.0,26.0,Yes,3.3160000000000003,95.854,30.0,9.1,1001.0,,INDONESIA
2005,1.0,10.0,,37.103,54.574,32.0,5.4,,110.0,IRAN
2005,1.0,19.0,Yes,34.064,141.491,28.0,6.6,,,JAPAN
2005,1.0,20.0,,-41.223,175.21,39.0,5.3,,,NEW ZEALAND
2005,1.0,23.0,,-1.198,119.93299999999999,11.0,6.3,1.0,4.0,INDONESIA
2005,1.0,24.0,,-1.364,-80.785,17.0,6.1,,,ECUADOR
2005,1.0,25.0,,22.526,100.709,12.0,4.8,,3.0,CHINA
2005,1.0,25.0,,37.622,43.703,41.0,5.9,2.0,22.0,TURKEY
2005,1.0,29.0,,37.91,-1.82,5.0,4.4,,,SPAIN
2005,2.0,2.0,,-7.037000000000001,107.819,15.0,4.8,1.0,,INDONESIA
2005,2.0,14.0,Yes,15.775,-61.744,12.0,5.8,,,GUADELOUPE
2005,2.0,14.0,,41.728,79.44,22.0,6.1,,,CHINA
2005,2.0,15.0,,24.55,92.524,35.0,5.1,,,INDIA
2005,2.0,22.0,,30.754,56.816,14.0,6.4,612.0,1411.0,IRAN
2005,3.0,2.0,,30.378,68.038,52.0,4.9,,1.0,PAKISTAN
2005,3.0,9.0,,-26.913,26.789,5.0,4.3,2.0,58.0,SOUTH AFRICA
2005,3.0,12.0,,39.44,40.978,11.0,5.6,,16.0,TURKEY
2005,3.0,13.0,,27.095,61.887,54.0,6.0,,,IRAN
2005,3.0,14.0,,39.354,40.89,5.0,5.8,,18.0,TURKEY
2005,3.0,14.0,,17.145,73.73,10.0,4.9,,45.0,INDIA
2005,3.0,15.0,,17.072,73.668,10.0,4.3,,,INDIA
2005,3.0,20.0,,33.806999999999995,130.131,10.0,6.6,1.0,500.0,JAPAN
2005,3.0,28.0,Yes,2.085,97.10799999999999,30.0,8.6,1303.0,340.0,INDONESIA
2005,4.0,10.0,Yes,-1.6440000000000001,99.60700000000001,19.0,6.7,,,INDONESIA
2005,6.0,13.0,,-19.987000000000002,-69.197,116.0,7.7,11.0,200.0,CHILE
2005,6.0,15.0,Yes,41.301,-125.97,10.0,7.2,,,CALIFORNIA
2005,7.0,5.0,,1.819,97.08200000000001,21.0,6.7,,,INDONESIA
2005,7.0,9.0,,-1.1740000000000002,119.963,32.0,5.9,,,INDONESIA
2005,7.0,10.0,,42.388999999999996,19.812,4.0,5.2,,,ALBANIA
2005,7.0,18.0,,-9.948,124.48,10.0,5.3,,,INDONESIA
2005,7.0,23.0,,35.498000000000005,139.982,61.0,5.9,,27.0,JAPAN
2005,7.0,24.0,,7.92,92.19,16.0,7.2,,,INDIA
2005,7.0,25.0,,46.827,125.05799999999999,48.0,4.7,1.0,12.0,CHINA
2005,7.0,26.0,,45.365,-112.615,13.0,5.6,,,MONTANA
2005,7.0,30.0,,39.437,33.089,5.0,5.3,,,TURKEY
2005,8.0,5.0,,26.569000000000003,103.036,42.0,4.8,,9.0,CHINA
2005,8.0,5.0,,9.985,108.383,10.0,4.5,,,VIETNAM
2005,8.0,9.0,,28.85,52.56,10.0,5.1,,,IRAN
2005,8.0,13.0,,23.627,104.103,10.0,4.5,,26.0,CHINA
2005,8.0,14.0,,-19.78,-68.98,11.0,5.8,,,CHILE
2005,8.0,14.0,,17.398,74.118,35.0,4.4,,,INDIA
2005,8.0,16.0,Yes,38.275999999999996,142.039,36.0,7.2,,56.0,JAPAN
2005,8.0,16.0,,30.924,78.56,43.0,4.4,,,INDIA
2005,8.0,30.0,,17.067,73.773,10.0,4.7,,,INDIA
2005,9.0,9.0,,-4.539,153.474,90.0,7.7,,,PAPUA NEW GUINEA
2005,9.0,24.0,,12.470999999999998,40.634,12.0,5.6,,,ETHIOPIA
2005,9.0,26.0,,-5.678,-76.398,115.0,7.5,5.0,60.0,PERU
2005,10.0,1.0,,-16.635,-70.794,20.0,5.3,,10.0,PERU
2005,10.0,8.0,,34.539,73.58800000000001,26.0,7.6,76213.0,146599.0,PAKISTAN
2005,10.0,20.0,,38.152,26.750999999999998,10.0,5.9,1.0,15.0,TURKEY
2005,10.0,24.0,,-0.507,-77.745,35.0,4.8,,,ECUADOR
2005,10.0,27.0,,23.604,107.79799999999999,10.0,4.2,1.0,1.0,CHINA
2005,10.0,31.0,,-5.852,-78.704,40.0,5.4,,,PERU
2005,11.0,14.0,Yes,38.107,144.89600000000002,11.0,7.0,,,JAPAN
2005,11.0,26.0,,29.695,115.689,10.0,5.2,16.0,8000.0,CHINA
2005,11.0,26.0,,38.26,38.814,9.0,4.4,,,TURKEY
2005,11.0,27.0,,26.774,55.858000000000004,10.0,6.0,13.0,100.0,IRAN
2005,12.0,5.0,,-6.224,29.83,22.0,6.8,6.0,,CONGO
2005,12.0,12.0,,36.357,71.093,225.0,6.5,5.0,1.0,AFGHANISTAN
2005,12.0,14.0,,30.476,79.255,44.0,5.3,1.0,4.0,INDIA
2005,12.0,24.0,,38.804,26.783,14.0,4.3,,,TURKEY
2006,1.0,8.0,,36.311,23.212,66.0,6.7,,3.0,GREECE
2006,1.0,27.0,,-5.473,128.131,397.0,7.6,,,INDONESIA
2006,2.0,14.0,,27.381999999999998,88.38799999999999,30.0,5.3,2.0,2.0,INDIA
2006,2.0,20.0,,41.708,25.544,10.0,4.6,,2.0,GREECE-BULGARIA BORDER REGION
2006,2.0,22.0,,-21.324,33.583,11.0,7.0,4.0,36.0,MOZAMBIQUE
2006,2.0,23.0,,26.912,91.705,10.0,5.8,,,BHUTAN
2006,2.0,28.0,,28.12,56.865,18.0,6.0,,6.0,IRAN
2006,3.0,7.0,,23.776999999999997,70.899,10.0,5.5,,7.0,INDIA
2006,3.0,10.0,,33.129,73.887,10.0,4.9,1.0,22.0,PAKISTAN
2006,3.0,14.0,Yes,-3.595,127.214,30.0,6.7,,,INDONESIA
2006,3.0,20.0,,36.623000000000005,5.327999999999999,10.0,4.9,4.0,9.0,ALGERIA
2006,3.0,25.0,,27.574,55.685,18.0,5.9,1.0,1.0,IRAN
2006,3.0,28.0,,3.4619999999999997,97.22399999999999,30.0,5.0,,,INDONESIA
2006,3.0,31.0,,33.5,48.78,7.0,6.1,70.0,1300.0,IRAN
2006,3.0,31.0,,44.623999999999995,124.12200000000001,10.0,4.9,,,CHINA
2006,4.0,1.0,,22.868000000000002,121.27799999999999,9.0,6.2,,42.0,TAIWAN
2006,4.0,4.0,,34.6,73.13600000000001,10.0,4.8,,28.0,PAKISTAN
2006,4.0,6.0,,23.322,70.477,10.0,5.5,,,INDIA
2006,4.0,11.0,,37.64,20.92,18.0,5.5,,,GREECE
2006,4.0,19.0,,31.607,90.413,33.0,5.7,,,CHINA
2006,4.0,20.0,,60.949,167.08900000000003,22.0,7.6,,40.0,RUSSIA
2006,5.0,3.0,Yes,-20.187,-174.123,55.0,7.9,,1.0,TONGA ISLANDS
2006,5.0,4.0,,8.898,-82.54299999999999,,4.5,,,PANAMA
2006,5.0,7.0,,30.79,56.7,14.0,4.1,,70.0,IRAN
2006,5.0,12.0,,-5.575,105.395,17.0,5.5,,,INDONESIA
2006,5.0,26.0,,-7.961,110.446,13.0,6.3,5749.0,38568.0,INDONESIA
2006,6.0,3.0,,26.759,55.843,5.0,5.1,2.0,4.0,IRAN
2006,6.0,3.0,,37.605,43.787,10.0,4.1,,,TURKEY
2006,6.0,3.0,,-14.52,34.28,10.0,3.8,,,MALAWI
2006,6.0,11.0,,33.129,131.141,140.0,6.3,,8.0,JAPAN
2006,6.0,13.0,,40.27,19.96,10.0,4.5,,1.0,ALBANIA
2006,6.0,20.0,,33.068000000000005,104.95,24.0,4.5,,5.0,CHINA
2006,7.0,17.0,Yes,-9.254,107.411,34.0,7.7,,,INDONESIA
2006,7.0,22.0,,27.995,104.13799999999999,56.0,4.9,22.0,106.0,CHINA
2006,7.0,29.0,,37.255,68.828,34.0,5.6,3.0,19.0,TAJIKISTAN
2006,8.0,5.0,,-33.131,-68.707,22.0,5.6,,,ARGENTINA
2006,8.0,18.0,,38.246,69.22,10.0,4.7,,,TAJIKISTAN
2006,8.0,24.0,,45.84,-0.14,5.0,4.3,,,FRANCE
2006,8.0,25.0,,28.011999999999997,104.15100000000001,22.0,4.6,1.0,31.0,CHINA
2006,9.0,10.0,,26.319000000000003,-86.60600000000001,14.0,5.8,,,GULF OF MEXICO
2006,9.0,28.0,Yes,-16.592,-172.033,28.0,6.9,,,SAMOA ISLANDS
2006,9.0,29.0,,10.876,-61.756,53.0,6.1,,3.0,TRINIDAD
2006,9.0,29.0,,10.814,-61.758,52.0,5.5,1.0,,TRINIDAD
2006,10.0,15.0,Yes,19.878,-155.935,39.0,6.7,,,HAWAIIAN ISLANDS
2006,10.0,20.0,,-13.457,-76.67699999999999,23.0,6.7,,,PERU
2006,10.0,27.0,,31.56,113.21,10.0,4.5,,,CHINA
2006,11.0,3.0,,43.468999999999994,119.55799999999999,10.0,4.7,,,CHINA
2006,11.0,15.0,Yes,46.592,153.266,10.0,8.3,,,RUSSIA
2006,11.0,17.0,,42.99,-0.05,10.0,4.7,,,FRANCE
2006,11.0,23.0,,48.195,22.46,10.0,4.8,,,HUNGARY
2006,11.0,23.0,,44.229,83.524,20.0,4.7,,,CHINA
2006,11.0,24.0,,-3.728,119.23299999999999,31.0,5.2,,,INDONESIA
2006,11.0,29.0,,2.52,128.283,39.0,6.2,,,INDONESIA
2006,12.0,1.0,,-8.251,118.777,43.0,6.3,1.0,14.0,INDONESIA
2006,12.0,8.0,,47.58,7.6,5.0,3.9,,,SWITZERLAND
2006,12.0,12.0,,18.901,98.916,10.0,4.6,,,THAILAND
2006,12.0,17.0,,0.626,99.859,30.0,5.8,7.0,100.0,INDONESIA
2006,12.0,24.0,,26.88,76.15,10.0,4.2,,,INDIA
2006,12.0,25.0,,42.156000000000006,76.163,12.0,5.8,,,KYRGYZSTAN
2006,12.0,26.0,Yes,21.799,120.54700000000001,10.0,7.0,2.0,40.0,TAIWAN
2006,12.0,31.0,,47.449,19.343,5.0,4.1,,,HUNGARY
2007,1.0,8.0,,39.803000000000004,70.311,18.0,6.0,,,KYRGYZSTAN
2007,1.0,9.0,,37.021,103.911,20.0,4.5,,,CHINA
2007,1.0,10.0,,33.259,104.74,23.0,4.7,,,CHINA
2007,1.0,13.0,Yes,46.243,154.524,10.0,8.1,,,RUSSIA
2007,1.0,21.0,,39.592,42.863,3.0,5.1,,2.0,TURKEY
2007,1.0,21.0,,1.065,126.28200000000001,22.0,7.5,4.0,4.0,INDONESIA
2007,2.0,16.0,,6.614,126.24,79.0,4.9,,,PHILIPPINES
2007,2.0,21.0,,38.318000000000005,39.266999999999996,10.0,5.7,,,TURKEY
2007,3.0,6.0,,-0.493,100.49799999999999,19.0,6.4,67.0,826.0,INDONESIA
2007,3.0,6.0,,2.082,-76.495,43.0,5.0,,9.0,COLOMBIA
2007,3.0,6.0,,33.49,48.93,16.0,4.7,,35.0,IRAN
2007,3.0,25.0,Yes,-20.616999999999997,169.357,34.0,7.1,,,VANUATU ISLANDS
2007,3.0,25.0,Yes,37.336,136.588,8.0,6.7,1.0,150.0,JAPAN
2007,3.0,25.0,,38.34,20.42,15.0,5.8,,,GREECE
2007,4.0,1.0,Yes,-8.466000000000001,157.043,24.0,8.1,2.0,,SOLOMON ISLANDS
2007,4.0,13.0,,17.302,-100.198,34.0,6.0,,,MEXICO
2007,4.0,15.0,,34.806999999999995,136.239,16.0,4.6,,12.0,JAPAN
2007,4.0,16.0,,41.172,19.897000000000002,14.0,4.5,,,ALBANIA
2007,4.0,21.0,Yes,-45.243,-72.648,37.0,6.2,2.0,,CHILE
2007,4.0,28.0,,51.085,1.0090000000000001,10.0,4.6,,1.0,UNITED KINGDOM
2007,5.0,8.0,,45.394,-112.13,14.0,4.5,,,MONTANA
2007,5.0,16.0,,20.504,100.74600000000001,24.0,6.3,,,LAOS
2007,5.0,29.0,,-1.065,127.34299999999999,24.0,6.1,,,INDONESIA
2007,6.0,2.0,,23.028000000000002,101.052,5.0,6.1,3.0,329.0,CHINA
2007,6.0,13.0,,13.554,-90.618,23.0,6.7,,,GUATEMALA
2007,6.0,18.0,,34.437,50.833,5.0,5.5,,,IRAN
2007,7.0,13.0,,-3.987,-79.836,50.0,4.5,,,ECUADOR
2007,7.0,16.0,Yes,37.57,138.47799999999998,10.0,6.6,9.0,1088.0,JAPAN
2007,7.0,20.0,,42.913000000000004,82.37799999999999,10.0,5.6,,,CHINA
2007,7.0,20.0,,37.804,-122.193,5.0,4.2,,,CALIFORNIA
2007,7.0,21.0,,38.936,70.485,10.0,5.2,12.0,,TAJIKISTAN
2007,7.0,22.0,,30.881,78.23899999999999,19.0,4.3,,3.0,INDIA
2007,7.0,26.0,,2.872,127.464,25.0,6.9,,,INDONESIA
2007,8.0,1.0,,-15.595,167.68,120.0,7.2,,,VANUATU ISLANDS
2007,8.0,2.0,Yes,47.11600000000001,141.798,5.0,6.2,2.0,12.0,RUSSIA
2007,8.0,2.0,Yes,51.306999999999995,-179.97099999999998,21.0,6.7,,,ALASKA
2007,8.0,6.0,,39.465,-111.23700000000001,2.0,4.2,9.0,,UTAH
2007,8.0,8.0,,-5.968,107.655,289.0,7.5,,,INDONESIA
2007,8.0,15.0,Yes,-13.386,-76.60300000000001,39.0,8.0,514.0,1090.0,PERU
2007,8.0,17.0,,39.464,-111.20700000000001,0.0,1.6,3.0,6.0,UTAH
2007,8.0,20.0,,17.2,73.7,5.0,4.4,,,INDIA
2007,8.0,25.0,,28.154,56.652,10.0,5.0,,4.0,IRAN
2007,9.0,2.0,Yes,-11.61,165.762,35.0,7.2,,,SOLOMON ISLANDS
2007,9.0,9.0,,-7.7829999999999995,114.338,35.0,4.8,,13.0,INDONESIA
2007,9.0,10.0,,2.9819999999999998,-77.967,31.0,6.8,,5.0,COLOMBIA
2007,9.0,12.0,Yes,-4.438,101.367,34.0,8.4,25.0,161.0,INDONESIA
2007,9.0,12.0,,-2.625,100.84100000000001,35.0,7.9,,,INDONESIA
2007,9.0,28.0,,22.013,142.668,260.0,7.5,,,JAPAN
2007,9.0,30.0,Yes,-49.418,163.954,10.0,7.4,,,NEW ZEALAND
2007,10.0,15.0,,-44.785,167.583,26.0,6.8,,,NEW ZEALAND
2007,10.0,26.0,,35.304,76.753,10.0,4.8,1.0,12.0,PAKISTAN
2007,10.0,31.0,,37.434,-121.774,10.0,5.6,,,CALIFORNIA
2007,11.0,6.0,,21.180999999999997,70.72399999999999,10.0,5.1,1.0,5.0,INDIA
2007,11.0,7.0,,9.721,124.647,72.0,5.1,1.0,,PHILIPPINES
2007,11.0,7.0,,22.15,92.38799999999999,29.0,5.1,,10.0,BANGLADESH
2007,11.0,14.0,Yes,-22.247,-69.89,40.0,7.7,2.0,65.0,CHILE
2007,11.0,16.0,,-2.312,-77.83800000000001,123.0,6.8,,,PERU-ECUADOR
2007,11.0,20.0,,31.68,49.93,7.0,4.8,,30.0,IRAN
2007,11.0,25.0,,-8.277000000000001,118.339,35.0,6.5,3.0,,INDONESIA
2007,11.0,25.0,,28.555,77.057,10.0,4.7,,,INDIA
2007,11.0,29.0,Yes,14.944,-61.273999999999994,156.0,7.4,1.0,102.0,MARTINIQUE
2007,12.0,9.0,,-15.048,-44.231,10.0,4.6,1.0,6.0,BRAZIL
2007,12.0,9.0,Yes,-25.996,-177.514,153.0,7.8,,,KERMADEC ISLANDS
2007,12.0,15.0,,-32.689,-71.695,25.0,5.9,,4.0,CHILE
2007,12.0,20.0,,-39.010999999999996,178.291,20.0,6.6,1.0,,NEW ZEALAND
2007,12.0,20.0,,39.417,33.211999999999996,10.0,5.7,,,TURKEY
2007,12.0,26.0,,39.446,33.162,8.0,5.6,,,TURKEY
2008,1.0,1.0,,40.288000000000004,72.985,6.0,5.6,,,KYRGYZSTAN
2008,1.0,5.0,,14.129000000000001,-91.479,66.0,5.6,,,GUATEMALA
2008,1.0,7.0,,-0.795,134.012,12.0,5.9,,6.0,INDONESIA
2008,1.0,9.0,,35.616,-0.57,10.0,4.6,1.0,,ALGERIA
2008,1.0,12.0,,22.761,92.333,34.0,5.0,,,INDIA-BANGLADESH
2008,1.0,22.0,,1.011,97.44200000000001,20.0,6.1,1.0,5.0,INDONESIA
2008,2.0,3.0,,-2.296,28.9,10.0,5.9,38.0,717.0,CONGO
2008,2.0,6.0,,23.433000000000003,87.111,10.0,4.3,1.0,50.0,INDIA
2008,2.0,9.0,,32.455999999999996,-115.315,3.0,5.1,,,MEXICO
2008,2.0,13.0,,31.73,51.2,14.0,4.9,,10.0,IRAN
2008,2.0,14.0,,-2.404,28.918000000000003,10.0,4.9,1.0,109.0,RWANDA
2008,2.0,15.0,,33.327,35.305,10.0,5.0,,10.0,LEBANON-SYRIA
2008,2.0,20.0,,2.7680000000000002,95.964,26.0,7.4,3.0,25.0,INDONESIA
2008,2.0,21.0,,41.153,-114.867,7.0,6.0,,3.0,NEVADA
2008,2.0,25.0,Yes,-2.4859999999999998,99.97200000000001,25.0,6.5,,,INDONESIA
2008,2.0,27.0,,53.403,-0.332,18.0,4.8,,1.0,UNITED KINGDOM
2008,2.0,29.0,,-3.7,-40.35,10.0,4.3,,,BRAZIL
2008,3.0,9.0,,23.33,70.592,10.0,4.5,,,INDIA
2008,3.0,20.0,,35.49,81.467,10.0,7.2,,,CHINA
2008,3.0,29.0,,-12.177999999999999,-77.164,51.0,5.3,,1.0,PERU
2008,4.0,9.0,Yes,-20.070999999999998,168.892,33.0,7.3,,,NEW CALEDONIA
2008,4.0,15.0,,13.564,-90.59899999999999,33.0,6.1,,,GUATEMALA
2008,4.0,18.0,,38.452,-87.88600000000001,14.0,5.3,,,ILLINOIS
2008,4.0,26.0,,39.52,-119.93,1.0,5.0,,,NEVADA
2008,4.0,28.0,Yes,-19.941,168.953,32.0,6.4,,,VANUATU ISLANDS
2008,5.0,1.0,,33.86,48.59,16.0,4.5,,100.0,IRAN
2008,5.0,7.0,,36.158,141.52100000000002,39.0,6.8,,6.0,JAPAN
2008,5.0,12.0,Yes,31.002,103.322,19.0,7.9,87652.0,374171.0,CHINA
2008,5.0,21.0,,-3.91,-40.44,10.0,,,,BRAZIL
2008,5.0,24.0,,4.33,-73.764,9.0,5.6,6.0,,COLOMBIA
2008,5.0,25.0,,32.57,105.42399999999999,10.0,6.0,8.0,927.0,CHINA
2008,5.0,26.0,,8.423,-82.96799999999999,13.0,5.6,,,PANAMA-COSTA RICA
2008,5.0,27.0,,32.71,105.54,10.0,5.7,,,CHINA
2008,5.0,29.0,,64.00399999999999,-21.011999999999997,10.0,6.3,,30.0,ICELAND
2008,6.0,6.0,,35.883,-0.6579999999999999,4.0,5.5,1.0,30.0,ALGERIA
2008,6.0,6.0,,24.701999999999998,84.964,11.0,3.8,,2.0,INDIA
2008,6.0,8.0,,37.963,21.525,16.0,6.3,2.0,240.0,GREECE
2008,6.0,13.0,,39.03,140.881,8.0,6.9,13.0,357.0,JAPAN
2008,7.0,1.0,,-10.368,-75.512,33.0,5.5,,45.0,PERU
2008,7.0,3.0,,35.5,58.8,10.0,5.0,,,IRAN
2008,7.0,5.0,,53.882,152.886,633.0,7.7,,,RUSSIA
2008,7.0,8.0,,-15.985999999999999,-71.748,123.0,6.2,1.0,,PERU
2008,7.0,19.0,Yes,37.552,142.214,22.0,6.9,,,JAPAN
2008,7.0,23.0,,39.802,141.464,108.0,6.8,1.0,200.0,JAPAN
2008,7.0,24.0,,32.747,105.542,10.0,5.6,1.0,17.0,CHINA
2008,7.0,29.0,,33.953,-117.76100000000001,15.0,5.4,,8.0,CALIFORNIA
2008,8.0,1.0,,32.036,104.72200000000001,7.0,5.7,,231.0,CHINA
2008,8.0,5.0,,32.756,105.494,6.0,6.0,4.0,29.0,CHINA
2008,8.0,11.0,,10.514000000000001,-64.171,13.0,5.2,,,VENEZUELA
2008,8.0,15.0,,12.897,124.319,10.0,6.0,,,PHILIPPINES
2008,8.0,19.0,,25.051,97.919,46.0,5.0,,,CHINA
2008,8.0,21.0,,25.044,97.684,1.0,6.0,5.0,127.0,CHINA
2008,8.0,25.0,,-39.715,176.851,32.0,5.5,,,NEW ZEALAND
2008,8.0,25.0,,30.901,83.52,12.0,6.7,,,CHINA
2008,8.0,26.0,Yes,-52.533,26.416999999999998,10.0,5.0,,,ATLANTIC OCEAN
2008,8.0,27.0,,51.607,104.15799999999999,16.0,6.2,,,RUSSIA
2008,8.0,30.0,,26.272,101.93700000000001,17.0,5.9,43.0,589.0,CHINA
2008,9.0,3.0,,37.507,38.503,6.0,4.1,,,TURKEY
2008,9.0,9.0,,-3.935,103.05799999999999,25.0,5.4,2.0,,INDONESIA
2008,9.0,10.0,,26.743000000000002,55.828,12.0,6.1,7.0,45.0,IRAN
2008,9.0,11.0,Yes,41.891999999999996,143.754,25.0,6.8,,,JAPAN
2008,9.0,16.0,,17.438,73.915,10.0,5.0,1.0,20.0,INDIA
2008,10.0,5.0,,39.533,73.824,27.0,6.6,74.0,140.0,KYRGYZSTAN
2008,10.0,6.0,,29.807,90.35,12.0,6.3,9.0,19.0,CHINA
2008,10.0,11.0,,43.372,46.254,16.0,5.7,13.0,100.0,RUSSIA
2008,10.0,28.0,,30.639,67.351,15.0,6.4,166.0,370.0,PAKISTAN
2008,10.0,29.0,,30.598000000000003,67.455,14.0,6.4,,1.0,PAKISTAN
2008,11.0,10.0,,37.565,95.833,19.0,6.3,,3.0,CHINA
2008,11.0,16.0,Yes,1.271,122.09100000000001,30.0,7.3,6.0,77.0,INDONESIA
2008,11.0,19.0,,8.267000000000001,-82.96700000000001,32.0,6.1,,,PANAMA
2008,11.0,22.0,,49.913999999999994,18.455,,4.1,2.0,3.0,CZECH REPUBLIC
2008,12.0,7.0,,26.99,55.8,15.0,5.4,,5.0,IRAN
2008,12.0,9.0,,32.518,105.395,25.0,4.5,2.0,3.0,CHINA
2008,12.0,10.0,,-32.938,-69.259,10.0,4.1,,,ARGENTINA
2008,12.0,25.0,,23.97,97.569,35.0,4.8,,19.0,CHINA
2008,12.0,25.0,,23.97,97.569,35.0,4.7,,19.0,MYANMAR (BURMA)
2008,12.0,29.0,,36.400999999999996,71.075,158.0,5.8,,,AFGHANISTAN; PAKISTAN
2009,1.0,3.0,Yes,-0.414,132.885,17.0,7.6,5.0,250.0,PAPUA NEW GUINEA
2009,1.0,3.0,Yes,-0.691,133.305,23.0,7.3,,,PAPUA NEW GUINEA
2009,1.0,8.0,,10.165,-84.197,14.0,6.1,23.0,100.0,COSTA RICA
2009,1.0,15.0,Yes,46.857,155.154,36.0,7.4,,,RUSSIA
2009,1.0,21.0,,-11.779000000000002,-75.626,10.0,4.6,,,PERU
2009,2.0,11.0,Yes,3.884,126.397,22.0,7.2,,64.0,INDONESIA
2009,2.0,20.0,,34.204,73.899,10.0,5.4,,44.0,PAKISTAN; INDIA
2009,2.0,20.0,,40.657,78.692,17.0,5.5,,,CHINA
2009,3.0,19.0,Yes,-23.046,-174.65900000000002,34.0,7.6,,,TONGA ISLANDS
2009,3.0,26.0,,22.399,85.90299999999999,10.0,4.1,,5.0,INDIA
2009,3.0,31.0,,13.452,-86.06,36.0,4.4,,,NICARAGUA
2009,4.0,6.0,,42.333999999999996,13.334000000000001,9.0,6.3,309.0,1500.0,ITALY
2009,4.0,7.0,,42.275,13.464,15.0,5.5,1.0,,ITALY
2009,4.0,9.0,,27.143,70.749,44.0,5.2,,6.0,INDIA
2009,4.0,16.0,,34.185,70.07600000000001,6.0,5.4,19.0,51.0,AFGHANISTAN
2009,5.0,17.0,,25.212,37.597,10.0,4.6,,,SAUDI ARABIA
2009,5.0,19.0,,25.291999999999998,37.744,2.0,5.7,,7.0,SAUDI ARABIA
2009,5.0,19.0,,33.198,75.78699999999999,21.0,4.9,,,INDIA
2009,5.0,24.0,,41.303000000000004,22.714000000000002,0.0,5.3,,,BALKANS NW
2009,5.0,28.0,Yes,16.72,-86.236,10.0,7.3,7.0,40.0,HONDURAS
2009,5.0,29.0,,-17.026,168.329,13.0,5.7,,10.0,VANUATU ISLANDS
2009,6.0,2.0,,-17.757,167.949,15.0,6.3,,4.0,VANUATU ISLANDS
2009,6.0,13.0,,44.724,78.86399999999999,15.0,5.4,1.0,,KAZAKHSTAN
2009,7.0,1.0,Yes,34.164,25.471,19.0,6.4,,,GREECE
2009,7.0,4.0,,9.59,-78.96600000000001,38.0,6.0,,32.0,PANAMA
2009,7.0,9.0,,25.631999999999998,101.095,7.0,5.7,,336.0,CHINA
2009,7.0,15.0,Yes,-45.762,166.562,12.0,7.8,,,NEW ZEALAND
2009,7.0,24.0,,31.158,85.902,13.0,5.8,,,CHINA
2009,8.0,8.0,,29.358,105.43799999999999,10.0,3.4,2.0,1.0,CHINA
2009,8.0,10.0,Yes,14.099,92.88799999999999,5.0,7.5,,,INDIA
